No.,Compound.name,CAS.RN,log_Koa,smiles,Fsp3,XLogP,MW,LipinskiFailures,nRotB,MLogP,nAtomP,nAtomLC,nB,nBase,nAtom,nAromBond,naAromAtom,ALogP,ALogp2,AMR,nAcid,nSmallRings,nAromRings,nRingBlocks,nAromBlocks,nRings3,nRings5,nRings6,nRings7,tpsaEfficiency,Zagreb,WPATH,WPOL,WTPT.1,WTPT.2,WTPT.3,WTPT.4,WTPT.5,VAdjMat,TopoPSA,topoShape,PetitjeanNumber,MDEC.11,MDEC.12,MDEC.13,MDEC.14,MDEC.22,MDEC.23,MDEC.24,MDEC.33,MDEC.34,MDEC.44,MDEO.11,MDEO.12,MDEO.22,MDEN.11,MDEN.22,MDEN.23,MDEN.33,khs.sCH3,khs.dCH2,khs.ssCH2,khs.dsCH,khs.aaCH,khs.sssCH,khs.tsC,khs.dssC,khs.aasC,khs.aaaC,khs.ssssC,khs.ssNH,khs.tN,khs.dsN,khs.aaN,khs.sssN,khs.ddsN,khs.sOH,khs.dO,khs.ssO,khs.sF,khs.ssssSi,khs.dsssP,khs.dssS,khs.ddssS,khs.sCl,khs.sBr,khs.ssssSn,khs.sI,Kier1,Kier2,HybRatio,fragC,FMF,ECCEN,SP.0,SP.1,SP.2,SP.3,SP.4,SP.5,SP.6,SP.7,VP.0,VP.1,VP.2,VP.3,VP.4,VP.5,VP.6,VP.7,SPC.4,SPC.5,SPC.6,VPC.4,VPC.5,VPC.6,SC.3,SC.4,SC.5,SC.6,VC.3,VC.4,VC.5,VC.6,SCH.3,SCH.4,SCH.5,SCH.6,SCH.7,VCH.3,VCH.4,VCH.5,VCH.6,VCH.7,C1SP1,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,C3SP3,C4SP3,ATSp1,ATSp2,ATSp3,ATSp4,ATSp5,ATSm1,ATSm2,ATSm3,ATSm4,ATSm5,nHBDon,nHBAcc,bpol,apol,ExactMolWeight,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,HeavyAtomMolWt,MaxAbsPartialCharge,MaxPartialCharge,MinAbsPartialCharge,MinPartialCharge,MolWt,NumRadicalElectrons,NumValenceElectrons,BalabanJ,BertzCT,Chi0,Chi1,Chi0n,Chi1n,Chi2n,Chi3n,Chi4n,Chi0v,Chi1v,Chi2v,Chi3v,Chi4v,HallKierAlpha,Kappa1,Kappa2,Kappa3,MolLogP,MolMR,HeavyAtomCount,NHOHCount,NOCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumAmideBonds,NumAromaticRings,NumAliphaticRings,NumSaturatedRings,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAromaticCarbocycles,NumAromaticHeterocycles,NumSaturatedCarbocycles,NumSaturatedHeterocycles,RingCount,FractionCSP3,NumSpiroAtoms,NumBridgeheadAtoms,TPSA,LabuteASA,PEOE_VSA_1,PEOE_VSA_2,PEOE_VSA_3,PEOE_VSA_4,PEOE_VSA_5,PEOE_VSA_6,PEOE_VSA_7,PEOE_VSA_8,PEOE_VSA_9,PEOE_VSA_10,PEOE_VSA_11,PEOE_VSA_12,PEOE_VSA_13,PEOE_VSA_14,SMR_VSA_1,SMR_VSA_2,SMR_VSA_3,SMR_VSA_4,SMR_VSA_5,SMR_VSA_6,SMR_VSA_7,SMR_VSA_8,SMR_VSA_9,SMR_VSA_10,SlogP_VSA_1,SlogP_VSA_2,SlogP_VSA_3,SlogP_VSA_4,SlogP_VSA_5,SlogP_VSA_6,SlogP_VSA_7,SlogP_VSA_8,SlogP_VSA_9,SlogP_VSA_10,MQNs_1,MQNs_2,MQNs_3,MQNs_4,MQNs_5,MQNs_6,MQNs_7,MQNs_8,MQNs_9,MQNs_10,MQNs_11,MQNs_12,MQNs_13,MQNs_14,MQNs_15,MQNs_16,MQNs_17,MQNs_18,MQNs_19,MQNs_20,MQNs_21,MQNs_22,MQNs_23,MQNs_24,MQNs_25,MQNs_26,MQNs_27,MQNs_28,MQNs_29,MQNs_30,MQNs_31,MQNs_32,MQNs_33,MQNs_34,MQNs_35,MQNs_36,MQNs_37,MQNs_38,MQNs_39,MQNs_40,MQNs_41,MQNs_42,CHds,XHds,HBAs,HydA0,HydA,HydP0,HydP,Hyd0,Hyd,delta_g_sol_oct,HBA1,HBA2,HBD,logP,MR,MW,nF,TPSA
1264,"5-OH-2,2',4,4'-tetrabromodiphenylether",602326-30-7,10.82,Oc1cc(Oc2ccc(Br)cc2Br)c(Br)cc1Br,0,6.289,501.789397,2,2,2.12,14,11,19,0,24,12,12,6.1164,37.41034896,84.4841,0,2,2,2,2,0,0,2,0,0.05919108,92,618,27,35.84517964,1.991398869,15.73734451,5.62769972,0,5.247927513,29.46,1,0.5,0,0,0,0,2.811547978,12.79692657,0,6.866435626,0,0,0,0.25,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,0,0,14.4099723,5.969821674,0,319.06,0.722222222,287,13.28409257,8.469234251,8.054625874,6.4088943,4.749000773,3.828832278,2.31723963,1.261623108,15.09805728,7.952511523,6.889533734,4.483009386,3.47593571,1.807277457,1.204223561,0.360141428,3.362088245,4.204166064,6.275519985,2.245295347,3.064609306,3.601573766,1.56481751,0,0.402368927,0,1.360147752,0,0.206823126,0,0,0,0,0.123596937,0.390145663,0,0,0,0.044889595,0.203965877,0,0,12,0,0,0,0,0,1631.424686,1858.403717,2507.864275,2400.462971,1779.468621,192.5813012,42.60697778,74.21395555,97.79988238,142.2029793,1,1,13.635242,38.924758,497.7101278,0.777777778,1.444444444,2.111111111,495.746,0.506629958,0.14492866,0.14492866,-0.506629958,501.794,0,94,2.366973066,598.8715488,13.28409257,8.469234251,8.754071124,4.780518444,3.410847508,2.115184462,1.273047347,15.09805728,7.952511523,6.889533734,4.483009386,3.47593571,-0.04,14.37081379,5.943631097,3.287923226,6.2345,85.4228,18,1,2,2,1,6,2,0,2,0,0,0,0,2,0,0,0,2,0,0,0,29.46,137.8664667,9.843390349,0,0,0,0,15.9299439,72.05529997,10.53908658,13.41815855,17.2485355,0,0,0,0,9.843390349,0,0,0,0,0,48.22271341,0,17.2485355,63.71977559,4.736862954,5.106527395,0,0,0,48.22271341,0,0,0,0,12,0,0,4,0,0,0,0,0,2,0,18,7,0,0,6,6,0,2,4,2,1,1,0,0,5,1,0,0,5,7,0,0,0,0,2,0,0,0,0,0,0,3.7659,0.8892,1.9375,-2.1589,-0.515989484,-45.6517,-10.91101816,-46.0302,-11.00148184,-19.48040184,2,2,1,6.2345,85.781,501.79084,0,29.46
1265,"6-OH-2,2',4,4'-tetrabromodiphenylether",79755-43-4,10.83,Oc1cc(Br)cc(Br)c1Oc1ccc(Br)cc1Br,0,6.021,501.789397,2,2,2.12,14,11,19,0,24,12,12,6.1164,37.41034896,84.4841,0,2,2,2,2,0,0,2,0,0.05919108,92,609,27,35.84297578,1.991276432,15.76039082,5.646991307,0,5.247927513,29.46,1,0.5,0,0,0,0,2.760751866,12.47629167,0,7.225515208,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,0,0,14.4099723,5.969821674,0,319.06,0.722222222,285,13.28409257,8.469234251,8.08628866,6.194174983,5.168453317,3.58462697,2.506215147,1.123564706,15.09805728,7.952511523,6.952692665,4.254554636,3.727381572,1.670568052,1.287019802,0.323304256,3.092981638,4.788236687,6.262011723,2.0119205,3.305781408,3.438861642,1.587206481,0,0.31030122,0,1.396106704,0,0.137855224,0,0,0,0,0.123596937,0.390145663,0,0,0,0.044889595,0.203965877,0,0,12,0,0,0,0,0,1635.685893,1864.964079,2517.570944,2434.311199,1881.445495,192.5813012,42.60697778,74.21395555,90.7123758,159.4845535,1,1,13.635242,38.924758,497.7101278,0.833333333,1.5,2.111111111,495.746,0.504183069,0.182806691,0.182806691,-0.504183069,501.794,0,94,2.399017772,575.6215488,13.28409257,8.469234251,8.754071124,4.780518444,3.412667809,2.094718831,1.315750734,15.09805728,7.952511523,6.952692665,4.254554636,3.727381572,-0.04,14.37081379,5.943631097,3.287923226,6.2345,85.4228,18,1,2,2,1,6,2,0,2,0,0,0,0,2,0,0,0,2,0,0,0,29.46,137.8664667,9.843390349,0,0,0,0,31.8598878,62.19172314,8.945439032,8.945439032,5.749511833,11.49902367,0,0,0,9.843390349,0,0,0,0,0,48.22271341,0,17.2485355,63.71977559,4.736862954,5.106527395,0,0,0,48.22271341,0,0,0,0,12,0,0,4,0,0,0,0,0,2,0,18,7,0,0,6,6,0,2,4,2,1,1,0,0,5,1,0,0,5,7,0,0,0,0,2,0,0,0,0,0,0,3.8103,1.0507,2.0201,-2.1572,-0.515583174,-47.7702,-11.41735182,-48.394,-11.56644359,-20.04536359,2,2,1,6.2345,85.781,501.79084,0,29.46
1266,"2'-OH-2,3',4,5'-tetrabromodiphenylether",,10.68,Oc1c(Br)cc(Br)cc1Oc1ccc(Br)cc1Br,0,6.021,501.789397,2,2,2.12,14,10,19,0,24,12,12,6.1164,37.41034896,84.4841,0,2,2,2,2,0,0,2,0,0.05919108,92,609,27,35.84486155,1.991381197,15.73994172,5.64577158,0,5.247927513,29.46,0.8,0.444444444,0,0,0,0,2.787707108,12.48656783,0,7.182298824,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,0,0,14.4099723,5.969821674,0,319.06,0.722222222,268,13.28409257,8.469234251,8.064346577,6.335058227,4.919635901,3.704754974,2.364891743,1.284198681,15.09805728,7.952511523,6.951185677,4.282334244,3.610670066,1.692520298,1.176216281,0.443189808,3.236042183,4.554765455,6.358439167,2.036479182,3.192220186,3.41534266,1.574538213,0,0.350158939,0,1.39535321,0,0.143378037,0,0,0,0,0.123596937,0.390145663,0,0,0,0.044889595,0.203965877,0,0,12,0,0,0,0,0,1623.998785,1848.540018,2486.76588,2387.919718,1821.01804,192.5813012,42.60697778,74.21395555,90.7123758,152.831878,1,1,13.635242,38.924758,497.7101278,0.777777778,1.444444444,2.111111111,495.746,0.503459751,0.172453386,0.172453386,-0.503459751,501.794,0,94,2.395918513,598.8715488,13.28409257,8.469234251,8.754071124,4.780518444,3.411160821,2.107048729,1.296619024,15.09805728,7.952511523,6.951185677,4.282334244,3.610670066,-0.04,14.37081379,5.943631097,3.287923226,6.2345,85.4228,18,1,2,2,1,6,2,0,2,0,0,0,0,2,0,0,0,2,0,0,0,29.46,137.8664667,9.843390349,0,0,0,0,31.8598878,62.19172314,8.945439032,8.945439032,5.749511833,11.49902367,0,0,0,9.843390349,0,0,0,0,0,48.22271341,0,17.2485355,63.71977559,4.736862954,5.106527395,0,0,0,48.22271341,0,0,0,0,12,0,0,4,0,0,0,0,0,2,0,18,7,0,0,6,6,0,2,4,2,1,1,0,0,5,1,0,0,5,7,0,0,0,0,2,0,0,0,0,0,0,3.7379,1.0411,1.9314,-2.1622,-0.516778203,-45.9867,-10.99108509,-47.5198,-11.35750478,-19.83642478,2,2,1,6.2345,85.781,501.79084,0,29.46
1267,"4-OH-2,2',3,4',5-pentabromodiphenylether",,12.01,Oc1c(Br)cc(Oc2ccc(Br)cc2Br)c(Br)c1Br,0,7.087,580.6849842,2,2,2.01,14,11,20,0,24,12,12,6.8648,47.12547904,92.1069,0,2,2,2,2,0,0,2,0,0.051179541,98,702,31,37.68331492,1.983332364,18.22523185,5.607949327,0,5.321928095,29.46,1,0.5,0,0,0,0,2.065979662,10.6589877,0,9.658117897,0,0,0,0.2,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,15.39,6.18549346,0,283.07,0.684210526,304,14.15433606,8.896754606,8.441706114,7.18900962,5.111168887,3.837791635,2.494605178,1.415208147,16.98466802,8.857141759,7.720249036,6.023697195,3.906847968,2.28419295,1.373460189,0.559727833,4.116953653,5.580339752,7.933678509,3.565447324,4.712021864,6.114321968,1.670763258,0,0.572381161,0,1.559016628,0,0.484031443,0,0,0,0,0.113402303,0.397713986,0,0,0,0.042098457,0.226048965,0,0,12,0,0,0,0,0,1939.499155,2235.638159,3084.725624,3079.819916,2273.291065,236.839392,49.25965324,87.51930647,164.2252997,173.6671126,1,1,13.832035,41.307965,575.6206399,0.789473684,1.473684211,2.105263158,575.65,0.505533194,0.144856318,0.144856318,-0.505533194,580.69,0,100,2.438862682,642.5022487,14.15433606,8.896754606,9.054685328,4.892150412,3.50990317,2.214820534,1.314484597,16.98466802,8.857141759,7.720249036,6.023697195,3.906847968,0.44,15.82181533,6.471102316,3.55543598,6.997,93.1228,19,1,2,2,1,7,2,0,2,0,0,0,0,2,0,0,0,2,0,0,0,29.46,151.7340143,9.843390349,0,0,0,0,15.9299439,87.98524387,4.472719516,17.89087806,17.2485355,0,0,0,0,9.843390349,0,0,0,0,0,46.62906585,0,17.2485355,79.64971949,4.736862954,5.106527395,0,0,0,46.62906585,0,0,0,0,12,0,0,5,0,0,0,0,0,2,0,19,8,0,0,6,6,0,2,4,2,1,1,0,0,6,1,0,0,4,8,0,0,0,0,2,0,0,0,0,0,0,2.9709,0.9828,1.7302,-0.3594,-0.085898662,-40.2205,-9.61293021,-39.9948,-9.558986616,-19.07490662,2,2,1,6.997,93.481,580.6869,0,29.46
1268,"6-OH-2,2',3,4,4'-pentabromodiphenylether",,11.95,Oc1cc(Br)c(Br)c(Br)c1Oc1ccc(Br)cc1Br,0,6.819,580.6849842,2,2,2.01,14,11,20,0,24,12,12,6.8648,47.12547904,92.1069,0,2,2,2,2,0,0,2,0,0.051179541,98,694,31,37.68098016,1.983209482,18.25054978,5.646729497,0,5.321928095,29.46,1,0.5,0,0,0,0,1.873184798,10.63330732,0,9.89023541,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,15.39,6.18549346,0,283.07,0.684210526,302,14.15433606,8.896754606,8.463648197,7.060794644,5.277003534,3.866700897,2.581810074,1.284322453,16.98466802,8.857141759,7.721756024,6.586576894,3.932210194,1.920297534,1.390343659,0.542419671,3.993875403,5.654597156,7.999064727,4.178280408,5.600276426,6.379160134,1.683431525,0,0.53983747,0,1.559770122,0,0.649539687,0,0,0,0,0.113402303,0.397713986,0,0,0,0.042098457,0.226048965,0,0,12,0,0,0,0,0,1949.017416,2245.385448,3093.366056,3084.343726,2291.611555,236.839392,49.25965324,87.51930647,192.5339083,174.9992045,1,1,13.832035,41.307965,575.6206399,0.842105263,1.526315789,2.157894737,575.65,0.504182137,0.183959097,0.183959097,-0.504182137,580.69,0,100,2.465268188,642.5022487,14.15433606,8.896754606,9.054685328,4.892150412,3.511410158,2.203768412,1.330926929,16.98466802,8.857141759,7.721756024,6.586576894,3.932210194,0.44,15.82181533,6.471102316,3.55543598,6.997,93.1228,19,1,2,2,1,7,2,0,2,0,0,0,0,2,0,0,0,2,0,0,0,29.46,151.7340143,9.843390349,0,0,0,0,15.9299439,87.98524387,13.41815855,8.945439032,5.749511833,11.49902367,0,0,0,9.843390349,0,0,0,0,0,46.62906585,0,17.2485355,79.64971949,4.736862954,5.106527395,0,0,0,46.62906585,0,0,0,0,12,0,0,5,0,0,0,0,0,2,0,19,8,0,0,6,6,0,2,4,2,1,1,0,0,6,1,0,0,4,8,0,0,0,0,2,0,0,0,0,0,0,2.9744,0.992,1.7541,-0.3559,-0.085062141,-40.6114,-9.706357553,-40.5504,-9.691778203,-19.2076982,2,2,1,6.997,93.481,580.6869,0,29.46
1269,"6-OH-2,2',3,4,5'-pentabromodiphenylether",,12.03,Oc1cc(Br)c(Br)c(Br)c1Oc1cc(Br)ccc1Br,0,6.819,580.6849842,2,2,2.01,14,10,20,0,24,12,12,6.8648,47.12547904,92.1069,0,2,2,2,2,0,0,2,0,0.051179541,98,684,31,37.68017738,1.98316723,18.25913408,5.645366502,0,5.321928095,29.46,0.8,0.444444444,0,0,0,0,1.8256723,10.39630117,0,10.20435601,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,15.39,6.18549346,0,283.07,0.684210526,279,14.15433606,8.896754606,8.463648197,7.07631004,5.177384037,4.03911337,2.514548815,1.370567245,16.98466802,8.857141759,7.721756024,6.621314558,3.46928035,2.450997149,1.252890017,0.598223131,4.002833221,5.553438075,8.15053388,4.19564924,5.122882659,6.571179399,1.683431525,0,0.53983747,0,1.559770122,0,0.649539687,0,0,0,0,0.113402303,0.397713986,0,0,0,0.042098457,0.226048965,0,0,12,0,0,0,0,0,1956.219322,2256.611765,3115.108357,3117.943133,2350.215124,236.839392,49.25965324,87.51930647,192.5339083,139.6030894,1,1,13.832035,41.307965,575.6206399,0.842105263,1.526315789,2.210526316,575.65,0.504182137,0.183960085,0.183960085,-0.504182137,580.69,0,100,2.494393555,642.5022487,14.15433606,8.896754606,9.054685328,4.892150412,3.511410158,2.203092201,1.328359243,16.98466802,8.857141759,7.721756024,6.621314558,3.46928035,0.44,15.82181533,6.471102316,3.55543598,6.997,93.1228,19,1,2,2,1,7,2,0,2,0,0,0,0,2,0,0,0,2,0,0,0,29.46,151.7340143,9.843390349,0,0,0,0,15.9299439,87.98524387,13.41815855,8.945439032,5.749511833,11.49902367,0,0,0,9.843390349,0,0,0,0,0,46.62906585,0,17.2485355,79.64971949,4.736862954,5.106527395,0,0,0,46.62906585,0,0,0,0,12,0,0,5,0,0,0,0,0,2,0,19,8,0,0,6,6,0,2,4,2,1,1,0,0,6,1,0,0,4,8,0,0,0,0,2,0,0,0,0,0,0,2.9258,0.8988,1.7409,-0.3592,-0.08585086,-40.3906,-9.653585086,-40.2198,-9.612762906,-19.12868291,2,2,1,6.997,93.481,580.6869,0,29.46
1270,"6-OH-2,2',3,3',4'-pentabromodiphenylether",,12.42,Oc1ccc(Br)c(Br)c1Oc1ccc(Br)c(Br)c1Br,0,6.819,580.6849842,2,2,2.01,14,10,20,0,24,12,12,6.8648,47.12547904,92.1069,0,2,2,2,2,0,0,2,0,0.051179541,98,686,32,37.68654626,1.983502435,18.25091684,5.64893667,0,5.321928095,29.46,0.8,0.444444444,0,0,0,0,1.8256723,10.39630117,0,10.20435601,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,15.39,6.18549346,0,283.07,0.684210526,281,14.15433606,8.913591358,8.323538986,7.419364077,5.022256331,3.85444223,2.527518095,1.4172859,16.98466802,8.863124824,7.572834644,7.557102047,3.395047842,1.905222935,1.264009697,0.68881802,4.332360286,5.744863101,8.071141037,5.154838806,5.817444509,6.664449242,1.587206481,0,0.654294148,0,1.477938413,0,0.918953441,0,0,0,0,0.111111111,0.411900753,0,0,0,0.041666667,0.230906567,0,0,12,0,0,0,0,0,1978.149806,2283.290036,3146.050394,3146.620518,2260.676465,236.839392,49.25965324,87.51930647,236.7919991,130.7411138,1,1,13.832035,41.307965,575.6206399,0.736842105,1.315789474,2,575.65,0.50420921,0.183875609,0.183875609,-0.50420921,580.69,0,100,2.480658012,642.5022487,14.15433606,8.913591358,9.054685328,4.898133476,3.485166037,2.240977576,1.315902256,16.98466802,8.863124824,7.572834644,7.557102047,3.395047842,0.44,15.82181533,6.471102316,3.372855885,6.997,93.1228,19,1,2,2,1,7,2,0,2,0,0,0,0,2,0,0,0,2,0,0,0,29.46,151.7340143,9.843390349,0,0,0,0,0,103.9151878,13.41815855,8.945439032,5.749511833,11.49902367,0,0,0,9.843390349,0,0,0,0,0,46.62906585,0,17.2485355,79.64971949,4.736862954,5.106527395,0,0,0,46.62906585,0,0,0,0,12,0,0,5,0,0,0,0,0,2,0,19,8,0,0,6,6,0,2,4,2,1,1,0,0,6,1,0,0,4,8,0,0,0,0,2,0,0,0,0,0,0,2.8415,1.0403,1.6953,-0.3521,-0.08415392,-39.1378,-9.3541587,-39.0762,-9.339435946,-18.85535595,2,2,1,6.997,93.481,580.6869,0,29.46
1271,"6'-OH-2,2',4,4',5'-pentabromodiphenylether",,12.23,Oc1c(Br)c(Br)cc(Br)c1Oc1ccc(Br)cc1Br,0,6.819,580.6849842,2,2,2.01,14,11,20,0,24,12,12,6.8648,47.12547904,92.1069,0,2,2,2,2,0,0,2,0,0.051179541,98,694,31,37.68098016,1.983209482,18.25054978,5.640383732,0,5.321928095,29.46,1,0.5,0,0,0,0,1.873184798,10.63330732,0,9.89023541,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,15.39,6.18549346,0,283.07,0.684210526,302,14.15433606,8.896754606,8.463648197,7.060794644,5.277003534,3.866700897,2.581810074,1.284322453,16.98466802,8.857141759,7.780416435,5.871198901,3.975148471,2.314120771,1.375942814,0.488674986,3.993875403,5.654597156,7.999064727,3.474876422,4.357940024,5.900098931,1.683431525,0,0.53983747,0,1.589100327,0,0.469349641,0,0,0,0,0.113402303,0.397713986,0,0,0,0.042098457,0.226048965,0,0,12,0,0,0,0,0,1928.670341,2221.076125,3063.233659,3064.951695,2305.147383,236.839392,49.25965324,87.51930647,157.1377931,174.9992045,1,1,13.832035,41.307965,575.6206399,0.842105263,1.526315789,2.157894737,575.65,0.503403948,0.184014152,0.184014152,-0.503403948,580.69,0,100,2.465268188,642.5022487,14.15433606,8.896754606,9.054685328,4.892150412,3.508731939,2.208972729,1.331090348,16.98466802,8.857141759,7.780416435,5.871198901,3.975148471,0.44,15.82181533,6.471102316,3.55543598,6.997,93.1228,19,1,2,2,1,7,2,0,2,0,0,0,0,2,0,0,0,2,0,0,0,29.46,151.7340143,9.843390349,0,0,0,0,15.9299439,87.98524387,8.945439032,13.41815855,5.749511833,11.49902367,0,0,0,9.843390349,0,0,0,0,0,46.62906585,0,17.2485355,79.64971949,4.736862954,5.106527395,0,0,0,46.62906585,0,0,0,0,12,0,0,5,0,0,0,0,0,2,0,19,8,0,0,6,6,0,2,4,2,1,1,0,0,6,1,0,0,4,8,0,0,0,0,2,0,0,0,0,0,0,2.9805,1.1035,1.8223,-0.3571,-0.085348948,-42.4991,-10.15752868,-41.481,-9.914196941,-19.43011694,2,2,1,6.997,93.481,580.6869,0,29.46
1272,"5'-OH-2,2',4,4',5'-pentabromodiphenylether",923925-51-3,11.47,Oc1cc(Oc2cc(Br)c(Br)cc2Br)c(Br)cc1Br,0,7.087,580.6849842,2,2,2.01,14,11,20,0,24,12,12,6.8648,47.12547904,92.1069,0,2,2,2,2,0,0,2,0,0.051179541,98,708,30,37.6877863,1.9835677,18.24664489,5.627298857,0,5.321928095,29.46,1,0.5,0,0,0,0,1.432470291,12.22801936,0,8.929197169,0,0,0,0.25,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,15.39,6.18549346,0,283.07,0.684210526,304,14.15433606,8.879917853,8.562373918,6.993992614,4.952635581,4.150491556,2.447540388,1.391289434,16.98466802,8.851158695,7.804526942,5.914887152,3.769738423,2.499596725,1.311351194,0.528368453,4.046574729,4.747132093,7.541106559,3.612353208,3.852489988,5.756974011,1.747546896,0,0.569035594,0,1.599767626,0,0.528251698,0,0,0,0,0.111111111,0.411900753,0,0,0,0.041666667,0.230906567,0,0,12,0,0,0,0,0,1909.139456,2190.007608,3002.001309,2927.241679,2161.487432,236.839392,49.25965324,87.51930647,155.3633241,157.7176304,1,1,13.832035,41.307965,575.6206399,0.631578947,1.105263158,1.736842105,575.65,0.506629958,0.144929664,0.144929664,-0.506629958,580.69,0,100,2.415402522,587.0022487,14.15433606,8.879917853,9.054685328,4.886167347,3.532842446,2.19606691,1.297596247,16.98466802,8.851158695,7.804526942,5.914887152,3.769738423,0.44,15.82181533,6.471102316,3.753252707,6.997,93.1228,19,1,2,2,1,7,2,0,2,0,0,0,0,2,0,0,0,2,0,0,0,29.46,151.7340143,9.843390349,0,0,0,0,0,97.8488207,15.0118061,13.41815855,17.2485355,0,0,0,0,9.843390349,0,0,0,0,0,46.62906585,0,17.2485355,79.64971949,4.736862954,5.106527395,0,0,0,46.62906585,0,0,0,0,12,0,0,5,0,0,0,0,0,2,0,19,8,0,0,6,6,0,2,4,2,1,1,0,0,6,1,0,0,4,8,0,0,0,0,2,0,0,0,0,0,0,3.0462,0.8915,1.7391,-0.3608,-0.08623327,-40.4034,-9.656644359,-39.5191,-9.445291587,-18.96121159,2,2,1,6.997,93.481,580.6869,0,29.46
1273,"6-OH-2,2',3,3',4,6-hexabromodiphenylether",,12.3,Cc1ccc(Br)c(Oc2c(O)cc(Br)c(Br)c2Br)c1Br,0.076923077,7.045,594.7116016,2,2,2.12,14,10,21,0,27,12,12,7.351,54.037201,97.1481,0,2,2,2,2,0,0,2,0,0.049963003,104,769,35,39.52137107,1.976068553,18.26586264,5.641771346,0,5.392317423,29.46,0.8,0.444444444,0,0.863054374,2.270161514,0,0.863054374,8.435085944,0,13.15988006,0,0,0,0.333333333,0,0,0,0,0,1,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,16.37188209,6.405827263,0.076923077,404.07,0.65,294,15.02457955,9.32427496,8.862949817,7.802228899,5.553346648,4.108049975,2.811926844,1.447788534,17.90731775,9.27979149,8.031724955,7.42392882,4.066892097,2.217651831,1.536908044,0.649915307,4.76419445,6.685199636,9.600349219,4.942520632,6.387718991,7.684941069,1.792324838,0,0.732861568,0,1.614381451,0,0.832436293,0,0,0,0,0.100916477,0.419469076,0,0,0,0.038875529,0.232907134,0,0,11,1,1,0,0,0,2132.828095,2483.395861,3492.699954,3618.834515,2742.64356,237.839392,50.25965324,89.51930647,210.0485594,183.983972,1,1,16.018449,44.401551,589.63629,0.85,1.5,2.15,587.661,0.504182131,0.184020538,0.184020538,-0.504182131,594.717,0,106,2.567404486,685.1922251,15.02457955,9.32427496,9.977335059,5.314800142,3.944056347,2.544089738,1.489540629,17.90731775,9.27979149,8.031724955,7.42392882,4.066892097,0.44,16.8044325,6.687334071,3.265986494,7.30542,97.8598,20,1,2,2,1,7,2,0,2,0,0,0,0,2,0,0,0,2,0.076923077,0,0,29.46,158.0989564,9.843390349,0,0,0,0,6.066367068,104.2696423,8.945439032,13.41815855,0,17.2485355,0,0,0,9.843390349,0,0,0,6.9237372,0,46.12615028,0,17.2485355,79.64971949,4.736862954,5.106527395,0,6.9237372,5.563451492,40.56269878,0,0,0,0,13,0,0,5,0,0,0,0,0,2,0,20,9,0,0,6,6,0,2,4,2,1,1,0,0,7,1,0,0,3,9,0,0,0,0,2,0,0,0,0,0,0,3.4474,1.0144,1.798,0.6412,0.153250478,-41.5949,-9.941419694,-39.1176,-9.349330784,-19.28470198,2,2,1,7.3054,98.447,594.71348,0,29.46
